gameId,playId,down,pass_length,offenseFormation,receiverAlignment,pass_location,yardsToGo,absoluteYardlineNumber,pff_manZone,defenseFormation,yardline_100,pff_passCoverage,routeCombo,passResult,strategy,quarter
2022100909,800,2,short,SHOTGUN,3x1,middle,10,53,Zone,Heavy DE Front,43.0,Cover-2,"HITCH, IN, HITCH, FLAT, HITCH",C,Short Middle Pass,1
2022100909,846,2,short,SHOTGUN,3x1,right,10,42,Zone,5-2 Defense,32.0,Quarters,"SCREEN, FLAT, SLANT, FLAT, FLAT",C,Short Right Pass,1
2022101300,696,2,short,SHOTGUN,2x2,middle,10,16,Zone,3-4 Defense,94.0,Cover-3 Cloud Left,"GO, HITCH, GO, GO",C,Short Middle Pass,1
2022102306,219,2,short,SHOTGUN,2x2,left,7,104,Man,Heavy DE Front,94.0,Cover-1,"FLAT, SLANT, IN, FLAT",I,Short Left Pass,1
2022110607,325,2,short,PISTOL,2x2,left,9,84,Zone,3-4 Defense,74.0,Cover 6-Left,"HITCH, HITCH",C,Pistol Quick Pass,1
2022110607,375,2,deep,SHOTGUN,3x1,middle,6,68,Man,5-2 Defense,58.0,Cover-1,"POST, HITCH, IN, CROSS",I,Deep Middle Pass,1
2022091109,359,3,short,EMPTY,4x1,left,5,41,Zone,Heavy DE Front,69.0,Cover-3,"HITCH, SLANT, IN, CROSS, GO",C,Short Left Pass,1
2022091109,839,3,short,EMPTY,3x2,left,5,55,Man,Heavy LB Defense,55.0,2-Man,"GO, HITCH, CROSS, POST, GO",C,Short Left Pass,1
2022091802,518,3,short,EMPTY,3x2,left,17,101,Zone,Heavy DE Front,91.0,Cover-3,"SLANT, GO, SCREEN, OUT, GO",C,Short Left Pass,1
2022091802,927,3,deep,SHOTGUN,3x1,left,6,90,Man,4-2-5 Nickel,80.0,Cover-1,"FLAT, GO, GO",I,Shotgun Isolation Deep Attack,1
2022100204,376,3,short,EMPTY,3x2,left,21,48,Zone,5-2 Defense,62.0,Cover-2,"POST, GO, GO, FLAT, GO",I,Short Left Pass,1
2022100204,586,3,deep,SHOTGUN,3x1,right,15,43,Zone,Other,67.0,Cover-2,"FLAT, FLAT, GO, GO, GO",I,Third-and-Long Deep Attack,1
2022100909,202,3,short,EMPTY,3x2,right,4,71,Man,5-2 Defense,61.0,Cover-1,"SCREEN, CROSS, IN, CROSS, CROSS",I,Short Right Pass,1
2022100909,529,3,short,EMPTY,3x2,right,17,98,Zone,5-2 Defense,88.0,Cover-3 Double Cloud,"FLAT, HITCH, HITCH, CORNER",C,Short Right Pass,1
2022102306,307,3,deep,SHOTGUN,3x1,left,7,104,Zone,3-4 Defense,94.0,Cover-3,"GO, GO, CORNER, CROSS",I,Third-and-Long Deep Attack,1
2022102306,637,3,deep,EMPTY,3x2,middle,3,73,Zone,3-4 Defense,63.0,Cover-3,"HITCH, CROSS, IN, CROSS, OUT",I,Spread Deep Attack from Empty 3x2 Alignment,1
2022102306,784,3,short,SHOTGUN,2x2,right,3,13,Man,3-4 Defense,3.0,Cover-1,"HITCH, GO, HITCH, GO",I,Short Right Pass,1
2022103009,512,3,short,SHOTGUN,3x1,left,17,62,Zone,Big Nickel,48.0,Cover-2,"FLAT, CROSS, GO, POST, GO",C,Short Left Pass,1
2022091109,1002,1,deep,SHOTGUN,2x1,right,10,32,Zone,Heavy LB Defense,22.0,Cover-2,"CORNER, CROSS, ANGLE, FLAT",I,Midfield Deep Shotgun Attack,2
2022091109,1096,1,short,SINGLEBACK,3x1,middle,10,21,Other,Heavy LB Defense,11.0,Red Zone,"FLAT, CROSS, FLAT, OUT, CORNER",C,Short Middle Pass,2
2022091109,1657,1,short,SINGLEBACK,2x2,left,10,94,Zone,Heavy LB Defense,84.0,Cover-3,"SCREEN, GO, CROSS, HITCH",C,Singleback Balanced Short Pass,2
2022091109,1705,1,short,SINGLEBACK,2x2,left,10,83,Zone,Heavy LB Defense,73.0,Cover-2,"HITCH, OUT, GO",C,Singleback Balanced Short Pass,2
2022091109,1805,1,short,SHOTGUN,3x1,right,10,49,Zone,5-2 Defense,39.0,Cover-2,"HITCH, OUT, FLAT, GO, GO",I,Short Right Pass,2
2022091802,1125,1,short,SINGLEBACK,2x2,right,10,35,Man,5-2 Defense,75.0,Cover-1,"CROSS, GO, SCREEN, GO",I,Midfield Short Pass,2
2022091802,1456,1,short,SHOTGUN,2x1,right,10,37,Zone,5-2 Defense,73.0,Cover-2,"OUT, SCREEN, IN, FLAT, CORNER",C,Short Right Pass,2
2022091802,1526,1,short,SINGLEBACK,2x2,left,10,50,Zone,5-2 Defense,60.0,Cover-2,"CORNER, GO, OUT, POST",C,Midfield Short Pass,2
2022091802,1732,1,short,SHOTGUN,2x2,middle,10,30,Man,5-2 Defense,80.0,Cover-1,"FLAT, ANGLE, GO, SLANT, SLANT",C,Short Middle Pass,2
2022091802,2001,1,short,SHOTGUN,2x2,middle,10,56,Other,Heavy DE Front,54.0,Prevent,"POST, GO, GO",I,Short Middle Pass,2
2022092508,1130,1,short,SINGLEBACK,2x2,right,10,50,Zone,Heavy LB Defense,60.0,Quarters,"POST, GO, FLAT, OUT",I,Midfield Short Pass,2
2022092508,1471,1,short,SHOTGUN,2x2,right,10,30,Zone,5-2 Defense,80.0,Cover-6 Right,"GO, GO, FLAT, CROSS, FLAT",I,Short Right Pass,2
2022092508,1785,1,short,SHOTGUN,2x2,right,10,35,Man,Heavy LB Defense,75.0,Cover-1,"IN, FLAT, SLANT, GO, GO",I,Short Right Pass,2
2022100204,827,1,short,SHOTGUN,3x1,right,10,85,Zone,5-2 Defense,75.0,Cover-3 Seam,"FLAT, HITCH, HITCH, FLAT, SLANT",C,Short Right Pass,2
2022100204,924,1,short,SHOTGUN,3x1,right,10,54,Zone,5-2 Defense,44.0,Cover-3,"CROSS, GO, FLAT, CROSS, GO",I,Short Right Pass,2
2022100204,1198,1,short,SHOTGUN,3x1,left,10,27,Zone,5-2 Defense,17.0,Cover-3,"FLAT, OUT, SCREEN, OUT, SLANT",C,Short Left Pass,2
2022100909,1046,1,deep,I_FORM,2x1,middle,10,35,Zone,5-2 Defense,75.0,Quarters,"IN, CROSS, POST",C,First Down Play Action Deep Pass,2
2022101300,1066,1,short,SINGLEBACK,3x1,right,10,87,Zone,3-4 Defense,77.0,Cover-3,"CROSS, SLANT, FLAT, OUT",I,Short Right Pass,2
2022101300,1297,1,short,SHOTGUN,2x2,right,10,93,Zone,3-4 Defense,83.0,Cover-3 Seam,"GO, GO, SCREEN, FLAT, GO",C,Short Right Pass,2
2022101300,1624,1,short,SHOTGUN,3x1,left,10,65,Zone,Interior DL Heavy,55.0,Cover-2,"ANGLE, GO, GO, CROSS, CROSS",I,Short Left Pass,2
2022101300,1688,1,deep,EMPTY,3x2,middle,10,50,Zone,5-2 Defense,40.0,Cover-2,"FLAT, POST, GO, GO, FLAT",I,Spread Deep Attack from Empty 3x2 Alignment,2
2022102306,1039,1,short,I_FORM,2x1,middle,10,64,Zone,Heavy DE Front,46.0,Cover-3,"IN, CROSS, HITCH, OUT, OUT",I,Short Middle Pass,2
2022102306,1231,1,short,EMPTY,3x2,middle,10,40,Zone,3-4 Defense,70.0,Cover-6 Right,"HITCH, OUT, IN, GO, CROSS",I,Short Middle Pass,2
2022102306,1665,1,short,EMPTY,3x2,right,10,67,Zone,3-4 Defense,43.0,Quarters,"GO, FLAT, FLAT, SCREEN, FLAT",C,Short Right Pass,2
2022103009,877,1,short,EMPTY,3x2,middle,10,71,Man,Big Nickel,61.0,Cover-1,"GO, GO, GO, IN, CROSS",C,Short Middle Pass,2
2022103009,943,1,short,SHOTGUN,2x2,right,9,19,Other,Big Nickel,9.0,Red Zone,"GO, POST, FLAT",C,Short Right Pass,2
2022103009,1152,1,short,SINGLEBACK,2x2,left,10,76,Zone,Big Nickel,66.0,Cover-3,"SCREEN, GO, GO",C,Singleback Balanced Short Pass,2
2022103009,1508,1,short,SHOTGUN,3x1,right,10,77,Zone,Big Nickel,67.0,Quarters,"FLAT, HITCH, HITCH, HITCH, FLAT",C,Short Right Pass,2
2022110607,829,1,deep,SINGLEBACK,3x1,middle,10,31,Zone,3-4 Defense,79.0,Cover 6-Left,"CROSS, HITCH, HITCH, FLAT",C,First Down Play Action Deep Pass,2
2022110607,853,1,short,I_FORM,2x1,middle,10,49,Zone,3-4 Defense,61.0,Cover-3,"OUT, CROSS, IN, OUT, OUT",I,Short Middle Pass,2
2022110607,1142,1,short,PISTOL,3x1,left,10,31,Man,3-4 Defense,79.0,Cover-1,"OUT, HITCH, HITCH, HITCH, FLAT",C,Pistol Quick Pass,2
2022110607,1439,1,short,EMPTY,3x2,left,10,62,Zone,5-2 Defense,48.0,Cover-3 Seam,"IN, OUT, OUT, GO, GO",I,Short Left Pass,2
2022110607,1533,1,short,SHOTGUN,2x2,right,10,72,Man,3-4 Defense,38.0,Cover-1,"OUT, GO, GO, SLANT, FLAT",I,Short Right Pass,2
2022110607,1579,1,short,SHOTGUN,2x2,left,10,84,Zone,5-2 Defense,26.0,Cover 6-Left,"CORNER, CROSS, POST, IN, FLAT",I,Short Left Pass,2
2022091109,978,2,short,SHOTGUN,3x1,left,6,38,Zone,Heavy LB Defense,28.0,Cover-3,"FLAT, OUT, OUT, HITCH, GO",C,Short Left Pass,2
2022091109,1041,2,deep,SHOTGUN,3x1,left,10,32,Zone,Heavy DE Front,22.0,Quarters,"POST, HITCH, ANGLE, GO, POST",I,Midfield Deep Shotgun Attack,2
2022091109,1120,2,short,SHOTGUN,3x1,middle,6,17,Other,Heavy LB Defense,7.0,Red Zone,"CROSS, HITCH, ANGLE, FLAT, POST",C,Short Middle Pass,2
2022091109,1287,2,short,SHOTGUN,2x2,middle,11,83,Zone,5-2 Defense,73.0,Cover-2,"CROSS, CORNER, ANGLE, OUT, HITCH",I,Short Middle Pass,2
2022091109,1681,2,short,SHOTGUN,3x1,middle,9,93,Zone,5-2 Defense,83.0,Cover-2,"FLAT, FLAT, CORNER, GO, GO",C,Short Middle Pass,2
2022091802,1480,2,deep,SHOTGUN,2x1,right,6,41,Man,5-2 Defense,69.0,Cover-1,"GO, FLAT, IN, FLAT, POST",I,Midfield Deep Shotgun Attack,2
2022091802,1555,2,deep,SHOTGUN,3x1,left,8,52,Zone,5-2 Defense,58.0,Cover-3,"CROSS, GO, FLAT, GO",I,Shotgun Isolation Deep Attack,2
2022092508,1493,2,deep,SHOTGUN,2x2,left,10,30,Zone,5-2 Defense,80.0,Cover-6 Right,"HITCH, GO, POST, IN",I,Scoring Zone Deep Pass,2
2022092508,1807,2,short,SHOTGUN,3x1,middle,10,35,Zone,Heavy LB Defense,75.0,Cover-3,"OUT, ANGLE, OUT, GO, GO",I,Short Middle Pass,2
2022100204,957,2,short,EMPTY,3x2,right,22,66,Zone,5-2 Defense,56.0,Cover-2,"SLANT, GO, FLAT, SCREEN, GO",C,Short Right Pass,2
2022100204,1127,2,short,SHOTGUN,2x2,right,4,69,Zone,5-2 Defense,59.0,Cover-3 Seam,"SCREEN, OUT, IN, IN",C,Short Right Pass,2
2022100204,1767,2,short,SHOTGUN,2x2,right,7,82,Zone,5-2 Defense,72.0,Quarters,"FLAT, FLAT, SLANT, SLANT",C,Short Right Pass,2
2022100909,1340,2,short,EMPTY,3x2,middle,5,23,Zone,5-2 Defense,87.0,Cover-3,"IN, GO, POST, GO, GO",C,Short Middle Pass,2
2022100909,1420,2,deep,SHOTGUN,3x1,right,15,43,Man,5-2 Defense,67.0,Cover-1,"CROSS, GO, FLAT, GO, CROSS",I,Midfield Deep Shotgun Attack,2
2022101300,760,2,short,SHOTGUN,3x1,left,5,81,Zone,3-4 Defense,71.0,Cover-3 Seam,"ANGLE, FLAT, GO, HITCH, OUT",I,Short Left Pass,2
2022101300,1088,2,short,SHOTGUN,2x2,right,10,87,Zone,3-4 Defense,77.0,Cover-6 Right,"SLANT, SLANT, FLAT, FLAT",C,Short Right Pass,2
2022101300,1347,2,short,SHOTGUN,2x2,right,7,76,Zone,3-4 Defense,66.0,Cover-2,"FLAT, HITCH, HITCH, ANGLE, FLAT",C,Short Right Pass,2
2022101300,1562,2,short,SHOTGUN,2x2,right,5,82,Zone,Interior DL Heavy,72.0,Cover-3 Seam,"GO, HITCH, HITCH, POST",I,Short Right Pass,2
2022101300,1752,2,short,SHOTGUN,2x2,middle,6,30,Zone,5-2 Defense,20.0,Cover-6 Right,"FLAT, HITCH, GO, HITCH, POST",I,Short Middle Pass,2
2022102306,1015,2,short,SHOTGUN,2x2,middle,6,50,Zone,Heavy DE Front,60.0,Cover-6 Right,"HITCH, HITCH, HITCH, FLAT, HITCH",C,Short Middle Pass,2
2022102306,1186,2,short,SHOTGUN,2x2,left,8,29,Zone,3-4 Defense,81.0,Cover-3,"HITCH, POST, CROSS, FLAT, HITCH",C,Short Left Pass,2
2022102306,1302,2,short,SHOTGUN,2x1,left,7,63,Zone,3-4 Defense,47.0,Cover 6-Left,"GO, GO, WHEEL, GO, SCREEN",C,Short Left Pass,2
2022102306,1453,2,short,EMPTY,3x2,middle,8,101,Other,Heavy DE Front,9.0,Red Zone,"HITCH, OUT, IN, POST, HITCH",I,Short Middle Pass,2
2022102306,2111,2,deep,SHOTGUN,2x2,right,6,45,Zone,3-4 Defense,65.0,Cover-3,"FLAT, CROSS, POST, IN, CORNER",I,Midfield Deep Shotgun Attack,2
2022103009,1128,2,deep,SHOTGUN,2x1,left,6,96,Man,Big Nickel,86.0,Cover-1,"CROSS, CROSS, GO, FLAT, FLAT",C,Deep Left Isolation Pass,2
2022103009,1176,2,short,EMPTY,3x2,middle,14,80,Zone,Big Nickel,70.0,Cover-3,"HITCH, GO, GO, POST, GO",I,Short Middle Pass,2
2022110607,1555,2,short,SHOTGUN,2x2,left,10,72,Zone,5-2 Defense,38.0,Cover-6 Right,"FLAT, CROSS, POST, HITCH, FLAT",C,Short Left Pass,2
2022110607,1608,2,short,SHOTGUN,2x2,middle,10,84,Zone,5-2 Defense,26.0,Cover-6 Right,"POST, HITCH, POST, FLAT, HITCH",I,Short Middle Pass,2
2022091109,928,3,short,SHOTGUN,3x1,right,8,51,Man,Heavy DE Front,41.0,2-Man,"IN, GO, FLAT, GO",C,Short Right Pass,2
2022091109,1309,3,short,EMPTY,3x2,right,11,83,Zone,Heavy DE Front,73.0,Cover-2,"OUT, HITCH, CORNER, GO",C,Short Right Pass,2
2022091109,1772,3,short,SHOTGUN,2x2,left,1,74,Man,5-2 Defense,64.0,Cover-1,"HITCH, CORNER, WHEEL, HITCH, CROSS",C,Short Left Pass,2
2022091802,1166,3,short,SHOTGUN,3x1,right,16,29,Zone,Heavy DE Front,81.0,Cover-3,"FLAT, FLAT, HITCH, GO, HITCH",C,Short Right Pass,2
2022091802,1502,3,short,SHOTGUN,2x2,right,6,41,Zone,4-2-5 Nickel,69.0,Cover-2,"OUT, IN, POST, HITCH",C,Short Right Pass,2
2022091802,1605,3,deep,SHOTGUN,2x2,right,13,47,Man,4-2-5 Nickel,63.0,Cover-0,"FLAT, HITCH, OUT, HITCH",I,Third-and-Long Deep Attack,2
2022091802,1849,3,short,SHOTGUN,3x1,middle,19,31,Zone,Heavy DE Front,79.0,Cover-3,"GO, ANGLE, POST, GO, GO",C,Short Middle Pass,2
2022092508,1176,3,deep,SHOTGUN,2x2,right,10,50,Zone,Heavy LB Defense,60.0,Cover 6-Left,"OUT, FLAT, CROSS, IN, CORNER",I,Third-and-Long Deep Attack,2
2022092508,1829,3,short,SHOTGUN,2x2,left,10,35,Zone,Heavy LB Defense,75.0,Cover-3,"FLAT, SCREEN, HITCH, SCREEN",C,Short Left Pass,2
2022100204,981,3,short,EMPTY,3x2,right,11,55,Zone,Other,45.0,Cover-3,"HITCH, FLAT, FLAT, IN, IN",I,Short Right Pass,2
2022100204,1243,3,short,SHOTGUN,3x1,right,3,20,Man,5-2 Defense,10.0,Cover-0,"HITCH, CROSS, FLAT, CORNER",C,Short Right Pass,2
2022100909,1442,3,deep,SHOTGUN,3x1,right,15,43,Zone,5-2 Defense,67.0,Cover-6 Right,"FLAT, HITCH, HITCH, OUT, HITCH",I,Third-and-Long Deep Attack,2
2022101300,1042,3,short,SHOTGUN,3x1,left,5,104,Zone,5-2 Defense,94.0,Cover-3 Seam,"FLAT, GO, SLANT, OUT",C,Short Left Pass,2
2022101300,1112,3,deep,EMPTY,3x2,left,5,82,Man,Interior DL Heavy,72.0,Cover-1,"SCREEN, OUT, POST, GO, SCREEN",I,Spread Deep Attack from Empty 3x2 Alignment,2
2022101300,1371,3,short,EMPTY,3x2,right,4,73,Man,5-2 Defense,63.0,Cover-0,"OUT, FLAT, IN, OUT, SLANT",I,Short Right Pass,2
2022101300,1781,3,deep,SHOTGUN,3x1,left,6,30,Man,5-2 Defense,20.0,Cover-1,"FLAT, GO, GO, OUT",I,Scoring Zone Deep Pass,2
2022102306,1087,3,short,EMPTY,4x1,right,5,69,Zone,3-4 Defense,41.0,Cover-3,"OUT, GO, OUT, HITCH, POST",IN,Short Right Pass,2
2022102306,1326,3,short,PISTOL,2x2,right,1,69,Zone,3-4 Defense,41.0,Cover-3,"CROSS, CROSS, CORNER, CROSS",C,Pistol Quick Pass,2
2022102306,1475,3,short,EMPTY,3x2,middle,8,101,Zone,3-4 Defense,9.0,Cover-3,"FLAT, CORNER, POST, HITCH, CORNER",C,Short Middle Pass,2
2022102306,1809,3,short,SHOTGUN,2x2,middle,5,81,Zone,3-4 Defense,29.0,Cover-3 Seam,"SCREEN, SLANT, CORNER, IN, POST",I,Short Middle Pass,2
2022102306,2133,3,short,EMPTY,3x2,left,6,45,Zone,3-4 Defense,65.0,Quarters,"SCREEN, SCREEN, SCREEN, FLAT, GO",C,Short Left Pass,2
2022103009,1560,3,short,SHOTGUN,2x2,middle,1,68,Zone,Big Nickel,58.0,Cover-3,"ANGLE, CROSS, SLANT, SLANT, FLAT",I,Short Middle Pass,2
2022110607,1251,3,short,SHOTGUN,2x1,middle,3,51,Zone,5-2 Defense,59.0,Cover-3,"IN, WHEEL, CROSS, FLAT, HITCH",I,Short Middle Pass,2
2022110607,1630,3,short,SHOTGUN,2x2,left,10,84,Zone,5-2 Defense,26.0,Cover 6-Left,"FLAT, HITCH, POST, FLAT, IN",I,Short Left Pass,2
2022091109,2245,1,short,SHOTGUN,2x2,right,10,35,Zone,Heavy LB Defense,75.0,Cover-2,"CROSS, CROSS, OUT, OUT, HITCH",I,Short Right Pass,3
2022091109,3087,1,short,SINGLEBACK,2x2,right,5,40,Zone,Heavy LB Defense,70.0,Cover-2,"OUT, OUT, CROSS",C,Midfield Short Pass,3
2022091802,2109,1,short,SINGLEBACK,2x2,right,10,30,Zone,5-2 Defense,20.0,Cover-3,"CROSS, CROSS, CORNER, FLAT, CROSS",I,Singleback Balanced Short Pass,3
2022091802,2306,1,deep,SHOTGUN,2x2,right,10,83,Man,5-2 Defense,73.0,Cover-1,"GO, CROSS, SLANT, CROSS",C,Spread Misdirection Play,3
2022091802,2561,1,deep,SHOTGUN,2x2,right,10,94,Zone,5-2 Defense,84.0,Cover-3 Seam,"CROSS, POST, OUT, POST, HITCH",C,Hi-Lo Route Concept,3
2022091802,2835,1,short,SHOTGUN,2x1,middle,10,93,Zone,5-2 Defense,83.0,Cover-2,"GO, IN, POST",I,Short Middle Pass,3
2022092508,2619,1,short,SHOTGUN,3x1,right,10,21,Zone,5-2 Defense,89.0,Cover-2,"GO, POST, GO, FLAT, GO",C,Short Right Pass,3
2022092508,2939,1,deep,SHOTGUN,3x1,left,10,38,Zone,5-2 Defense,72.0,Cover-2,"CROSS, ANGLE, GO, GO, GO",C,Midfield Deep Shotgun Attack,3
2022092508,2963,1,short,SHOTGUN,3x1,left,10,83,Zone,5-2 Defense,27.0,Quarters,"FLAT, POST, GO, GO, POST",C,Short Left Pass,3
2022092508,3104,1,short,SHOTGUN,3x1,left,10,96,Zone,Heavy LB Defense,14.0,Cover-3,"HITCH, CORNER, OUT, SCREEN, SLANT",C,Short Left Pass,3
2022092508,3133,1,short,SHOTGUN,2x2,left,4,106,Man,Heavy LB Defense,4.0,Cover-0,"FLAT, HITCH, ANGLE, GO",I,Short Left Pass,3
2022100204,2227,1,short,SINGLEBACK,3x1,right,10,49,Zone,5-2 Defense,61.0,Cover-3,"FLAT, CROSS, FLAT, CORNER",C,Midfield Short Pass,3
2022100909,1981,1,deep,SHOTGUN,2x1,middle,10,26,Zone,5-2 Defense,84.0,Cover-2,"HITCH, IN, POST, OUT",C,Scoring Zone Deep Pass,3
2022100909,2364,1,short,SHOTGUN,2x2,middle,10,30,Zone,5-2 Defense,80.0,Cover 6-Left,"CROSS, CORNER, ANGLE, IN, OUT",C,Short Middle Pass,3
2022100909,2388,1,short,SHOTGUN,2x1,middle,10,45,Zone,5-2 Defense,65.0,Cover-3,"GO, IN, ANGLE, IN",C,Short Middle Pass,3
2022100909,2433,1,short,SHOTGUN,3x1,right,10,57,Zone,5-2 Defense,53.0,Cover-2,"HITCH, HITCH, HITCH, HITCH, FLAT",C,Short Right Pass,3
2022100909,2794,1,short,SHOTGUN,3x1,middle,10,33,Zone,5-2 Defense,77.0,Cover-3,"POST, CROSS, CROSS, CROSS",C,Short Middle Pass,3
2022101300,2487,1,short,SHOTGUN,2x2,left,10,35,Man,3-4 Defense,75.0,Cover-1,"GO, SLANT, SCREEN",C,Short Left Pass,3
2022101300,2541,1,short,SHOTGUN,3x1,middle,10,63,Zone,3-4 Defense,47.0,Cover-3 Seam,"HITCH, HITCH, FLAT, HITCH, FLAT",C,Short Middle Pass,3
2022101300,2631,1,short,PISTOL,1x1,left,10,88,Zone,3-4 Defense,22.0,Cover-3,"FLAT, GO, POST, FLAT, WHEEL",C,Pistol Quick Pass,3
2022101300,2706,1,short,SHOTGUN,3x1,middle,10,100,Man,3-4 Defense,10.0,Cover-1,"CROSS, SLANT, FLAT",C,Short Middle Pass,3
2022102306,2338,1,short,SINGLEBACK,2x2,right,10,36,Man,Heavy DE Front,74.0,Cover-1,"CROSS, CORNER, OUT, FLAT, CROSS",C,Midfield Short Pass,3
2022102306,2460,1,deep,SHOTGUN,3x1,right,10,73,Man,3-4 Defense,37.0,Cover-1,"GO, GO, ANGLE, CROSS, FLAT",C,Shotgun Isolation Deep Attack,3
2022102306,2846,1,short,SINGLEBACK,3x1,middle,10,72,Man,3-4 Defense,38.0,Cover-0,"CROSS, CROSS, SCREEN",I,Short Middle Pass,3
2022102306,2939,1,short,SINGLEBACK,2x2,right,10,82,Man,3-4 Defense,28.0,Cover-0,"CROSS, CROSS, CROSS, FLAT",C,Singleback Balanced Short Pass,3
2022102306,2989,1,short,SHOTGUN,3x1,middle,10,94,Man,3-4 Defense,16.0,Cover-0,"POST, CROSS, POST, FLAT, CROSS",C,Short Middle Pass,3
2022103009,1689,1,short,I_FORM,2x1,right,10,35,Zone,Big Nickel,75.0,Cover-3,"POST, CROSS, ANGLE, WHEEL, GO",C,Short Right Pass,3
2022110607,2193,1,short,EMPTY,3x2,right,10,28,Zone,5-2 Defense,82.0,Quarters,"FLAT, GO, GO, FLAT, SCREEN",C,Short Right Pass,3
2022110607,2333,1,short,SINGLEBACK,3x1,right,10,63,Zone,3-1-7 Quarter,47.0,Cover-6 Right,"OUT, GO, CROSS, FLAT",C,Short Right Pass,3
2022110607,2602,1,deep,SINGLEBACK,2x2,middle,10,54,Zone,3-4 Defense,56.0,Cover-6 Right,"HITCH, HITCH, OUT",I,First Down Play Action Deep Pass,3
2022110607,2709,1,deep,SHOTGUN,3x1,left,10,87,Zone,5-2 Defense,23.0,Cover-3 Seam,"CROSS, POST, FLAT, GO",I,Shotgun Isolation Deep Attack,3
2022091802,2085,2,deep,SHOTGUN,2x2,right,6,70,Zone,5-2 Defense,60.0,Cover-6 Right,"OUT, CROSS, IN, FLAT, GO",C,Hi-Lo Route Concept,3
2022091802,2135,2,short,SHOTGUN,2x1,left,10,30,Man,5-2 Defense,20.0,Cover-1,"FLAT, FLAT, SCREEN, OUT",C,Short Left Pass,3
